id,ps_ind_01,ps_ind_03,ps_ind_15,ps_ind_02_cat,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_16_bin,ps_ind_17_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_04_cat,ps_car_07_cat,ps_car_12,ps_car_13,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_15_bin,ps_calc_16_bin,target
5988,4,6,2,2,1,4,1,0,1,0,0,0.3,0.3,2.653,0,3,0,0.9557,1.631,2.2361,0.2,0.3,0.0,1,1,0
5989,6,9,5,1,0,3,0,0,1,1,1,0.5,1.7,3.971,6,4,0,1.0511,0.5521,2.2361,0.5,0.7,0.4,0,1,0
5990,4,9,11,4,0,5,1,0,0,1,0,0.2,1.0,3.059,0,7,1,0.8841,0.7819,2.2361,0.2,0.2,0.8,0,1,0
5991,0,1,0,1,1,5,0,1,1,1,1,0.4,1.2,1.305,3,7,-1,0.6458,0.7432,2.0,0.2,0.1,0.6,1,0,0
5992,3,10,11,4,1,4,1,1,0,0,0,0.7,0.9,0.737,10,6,1,0.5471,0.6104,2.6458,0.2,0.5,0.4,0,1,0
5993,6,10,7,1,0,0,1,0,1,1,1,0.0,1.4,2.153,2,2,0,0.6434,0.573,1.0,0.6,0.4,0.1,1,1,0
5994,5,8,4,-1,1,6,0,1,0,0,0,0.8,1.7,2.0,8,2,0,0.5009,2.4493,3.4641,0.5,0.0,0.3,1,1,0
5995,1,6,1,4,1,4,1,0,1,0,1,0.5,0.6,0.495,1,7,0,1.0015,2.81,2.0,0.8,0.0,0.1,1,1,0
5996,1,4,10,1,1,5,0,1,0,1,0,0.6,1.5,1.832,1,6,1,0.3583,1.7105,3.1623,0.5,0.7,0.3,1,0,0
5997,6,10,0,4,1,4,0,1,0,0,0,0.4,0.2,3.856,4,9,0,1.2327,1.9833,3.4641,0.2,0.2,0.4,0,0,0
5998,7,10,7,2,0,3,0,1,1,1,1,0.2,0.8,2.161,0,3,0,0.574,3.2983,3.0,0.2,0.2,0.4,1,1,0
5999,6,6,2,3,0,3,1,1,0,0,1,0.3,1.6,3.963,8,7,0,0.4829,1.9771,2.4495,0.7,0.9,0.3,1,0,0
6000,0,8,12,4,1,0,0,1,0,0,1,0.5,1.0,0.788,9,7,1,1.2623,3.2604,3.0,0.3,0.6,0.1,0,1,0
6001,4,4,2,1,1,6,1,1,1,1,1,0.4,0.1,2.295,1,3,1,0.3737,3.3297,3.1623,0.1,0.2,0.3,1,0,0
6002,6,8,11,2,1,5,1,0,0,0,0,0.5,0.7,0.396,1,5,0,1.085,1.1002,2.2361,0.2,0.8,0.0,1,1,0
6003,5,1,8,4,0,6,1,0,0,1,1,0.0,1.3,2.975,6,8,-1,0.446,3.2952,2.8284,0.1,0.7,0.2,0,0,0
6004,4,10,0,1,0,4,1,0,1,0,1,0.6,0.6,1.169,8,0,1,1.0153,1.2061,3.6056,0.3,0.8,0.4,0,0,0
6005,3,6,10,1,0,1,1,1,0,1,0,0.5,0.4,3.834,1,3,1,0.7829,1.6335,2.8284,0.4,0.4,0.2,1,1,0
6006,1,7,12,2,0,2,1,1,0,0,0,0.8,1.4,0.101,7,2,0,0.6377,3.0818,2.0,0.6,0.2,0.1,1,1,0
6007,2,2,3,3,0,6,1,1,0,1,1,0.4,0.4,2.258,3,6,0,0.9733,1.6325,3.0,0.0,0.6,0.1,0,0,1
6008,5,6,13,4,0,1,1,1,0,1,1,0.0,0.4,2.815,10,7,0,0.6283,1.7514,1.0,0.5,0.4,0.8,1,1,1
6009,0,0,11,3,1,4,1,1,1,1,1,0.7,1.2,1.723,7,6,-1,0.621,2.2197,3.4641,0.3,0.3,0.4,1,1,0
6010,0,10,10,2,0,4,0,1,0,1,1,0.8,1.2,3.861,5,3,1,0.7685,2.3165,3.3166,0.8,0.6,0.6,0,0,0
6011,3,8,4,4,1,1,1,1,0,0,0,0.6,0.0,1.199,6,9,1,0.9734,1.8488,2.4495,0.6,0.3,0.9,0,1,0
6012,6,5,1,1,0,0,0,1,1,1,0,0.3,1.0,0.094,6,2,-1,1.2978,0.8292,3.1623,0.5,0.2,0.5,0,1,0
6013,5,10,6,4,1,0,1,0,0,0,1,0.5,0.1,2.738,4,5,0,1.1947,2.9238,3.1623,0.3,0.5,0.6,1,0,0
6014,4,9,11,2,0,5,1,1,1,1,0,0.8,1.6,2.058,1,8,1,1.2231,1.7807,1.0,0.4,0.4,0.0,0,0,0
6015,4,1,8,2,1,2,1,1,0,1,1,0.1,1.3,2.433,8,7,1,1.1889,3.4923,2.4495,0.0,0.7,0.7,1,1,0
6016,0,0,9,4,0,1,0,1,0,0,1,0.1,1.3,2.211,10,9,1,0.7938,2.1772,2.6458,0.6,0.5,0.1,0,0,1
6017,2,3,10,3,1,6,0,1,0,1,1,0.8,1.3,2.88,6,6,0,0.7521,0.8989,3.1623,0.9,0.4,0.0,0,0,0
6018,0,0,4,2,1,4,0,0,0,1,0,0.2,0.3,1.894,4,0,0,0.9528,2.8125,0.0,0.9,0.6,0.4,1,0,0
6019,6,6,0,2,1,0,0,0,0,0,1,0.6,0.2,0.273,-1,3,1,1.1907,1.7227,3.0,0.4,0.8,0.7,0,1,1
6020,6,6,12,2,1,2,0,0,1,1,0,0.8,0.8,0.231,2,1,1,1.1909,2.4729,3.3166,0.7,0.3,0.8,1,0,0
6021,2,6,8,4,1,3,1,0,1,0,1,0.2,1.3,0.121,5,4,-1,0.7254,3.103,3.3166,0.4,0.1,0.5,1,0,0
6022,2,0,7,1,1,-1,1,1,0,0,0,0.8,1.8,3.857,0,1,0,1.1197,1.5068,1.4142,0.4,0.5,0.5,0,0,0
6023,2,11,8,1,0,5,0,1,0,0,0,0.7,0.5,3.826,7,3,-1,1.1744,3.0617,2.4495,0.2,0.7,0.3,0,0,0
6024,7,11,11,2,0,5,1,1,0,0,1,0.6,1.6,1.554,5,1,1,0.8105,1.2421,1.7321,0.7,0.1,0.6,1,1,0
6025,3,7,10,2,1,0,1,0,0,0,1,0.5,0.1,2.686,9,5,0,1.2601,3.1831,3.3166,0.6,0.4,0.6,0,0,0
6026,6,0,9,4,0,2,0,0,1,1,0,0.2,0.5,0.212,0,1,0,0.932,1.6928,3.0,0.6,0.1,0.3,1,1,0
6027,3,4,10,1,1,4,0,1,0,0,0,0.5,0.7,2.828,7,3,-1,0.8398,1.0384,2.0,0.6,0.1,0.4,1,1,0
6028,5,8,4,4,1,0,1,0,1,1,0,0.0,0.6,1.825,7,0,1,1.2987,3.0651,3.1623,0.2,0.4,0.7,1,0,0
6029,4,8,9,4,0,3,0,0,0,0,1,0.4,1.5,1.995,5,9,1,0.5608,1.9977,3.4641,0.5,0.7,0.7,0,0,0
6030,2,2,13,2,1,0,0,1,0,1,0,0.6,0.8,0.406,8,2,0,0.4423,2.5976,2.0,0.9,0.2,0.3,1,1,0
6031,7,9,3,4,1,4,0,1,1,0,1,0.8,1.4,1.563,0,0,1,0.7403,1.7022,3.6056,0.8,0.4,0.3,1,0,0
6032,5,11,7,4,0,0,0,0,1,1,0,0.2,1.6,0.731,1,3,0,0.468,1.6026,2.8284,0.3,0.6,0.0,1,1,0
6033,6,6,9,4,1,5,0,1,1,1,0,0.0,0.9,0.026,10,2,0,1.0824,1.8913,2.2361,0.2,0.8,0.4,0,1,1
6034,7,4,7,2,1,3,0,0,0,0,0,0.0,0.7,1.652,5,4,1,1.0437,2.8202,0.0,0.0,0.7,0.7,1,1,1
6035,1,6,13,2,0,6,1,1,0,0,0,0.7,0.0,0.417,0,3,0,0.9677,0.784,1.0,0.2,0.2,0.3,0,1,0
6036,0,0,5,4,1,0,0,0,0,1,0,0.3,1.3,0.741,5,2,0,0.6634,1.7129,3.6056,0.4,0.7,0.8,0,1,0
6037,4,6,3,2,1,6,0,1,1,1,0,0.1,1.7,1.231,5,1,1,0.5468,2.1078,1.4142,0.2,0.2,0.4,1,1,0
6038,2,0,1,1,1,2,1,1,1,1,1,0.7,0.4,1.813,1,2,0,1.2938,3.3266,1.7321,0.3,0.5,0.3,1,0,0
6039,3,0,11,3,0,3,0,0,1,0,1,0.1,1.7,0.963,2,8,1,0.6771,3.0997,2.6458,0.6,0.6,0.6,1,0,0
6040,1,6,9,2,1,4,0,0,0,0,0,0.5,1.8,3.811,6,0,0,1.0177,1.464,3.3166,0.4,0.5,0.5,1,1,0
6041,3,6,8,4,1,4,1,1,1,0,0,0.6,1.2,3.677,9,5,1,0.6141,2.0985,1.7321,0.3,0.1,0.7,0,0,0
6042,3,11,6,4,0,6,1,0,1,0,1,0.8,1.1,0.994,7,9,1,0.8219,2.4661,1.7321,0.3,0.7,0.5,0,0,0
6043,2,6,5,1,1,5,0,0,1,1,0,0.4,1.5,1.795,8,5,0,0.66,0.547,1.0,0.5,0.7,0.2,0,1,1
6044,5,11,13,4,1,1,1,0,0,1,0,0.6,1.8,2.43,8,1,1,0.7078,0.6455,1.4142,0.6,0.3,0.7,0,1,0
6045,4,9,9,4,0,1,1,0,1,0,0,0.0,1.1,0.746,2,0,1,1.2914,1.731,1.4142,0.7,0.1,0.5,1,1,0
6046,3,4,13,4,1,6,0,1,1,0,0,0.5,0.0,2.513,1,2,-1,1.1528,1.1785,1.4142,0.8,0.4,0.2,1,1,0
6047,0,11,11,2,0,5,0,0,0,0,0,0.4,1.4,1.682,8,0,0,0.5624,1.0295,3.0,0.6,0.0,0.7,1,1,1
6048,4,5,10,3,1,6,1,1,1,0,0,0.3,0.5,0.124,8,2,1,0.203,2.2086,3.6056,0.4,0.3,0.7,0,0,0
6049,1,7,7,4,0,-1,1,0,1,1,0,0.8,0.9,1.028,4,8,1,0.6729,3.2293,3.6056,0.2,0.1,0.0,1,0,0
6050,2,1,3,4,1,4,0,1,0,1,1,0.6,1.1,0.733,7,8,0,0.2886,1.208,1.4142,0.9,0.6,0.5,0,1,0
6051,3,2,9,2,0,6,0,0,1,1,1,0.5,0.7,3.291,3,7,1,0.7971,2.7049,2.2361,0.5,0.5,0.1,1,1,0
6052,1,6,10,3,1,5,0,0,0,1,0,0.1,0.2,1.99,1,4,1,0.2928,1.107,2.6458,0.2,0.0,0.7,0,0,0
6053,3,3,7,2,0,6,1,1,1,1,0,0.6,1.0,0.72,1,0,1,0.7948,2.8693,3.0,0.6,0.4,0.5,0,0,0
6054,2,7,0,2,1,3,0,1,1,0,0,0.4,0.9,2.276,2,3,0,1.0945,0.6865,2.6458,0.2,0.6,0.8,0,0,0
6055,6,0,13,3,1,6,0,0,0,0,1,0.6,1.8,1.745,3,8,1,0.4545,2.7837,3.6056,0.3,0.8,0.0,1,0,0
6056,6,3,11,2,0,-1,1,1,1,1,1,0.7,0.1,1.71,3,3,1,0.3695,0.6044,2.6458,0.9,0.8,0.2,0,0,0
6057,0,7,4,1,0,6,1,1,0,0,1,0.7,1.6,0.806,11,4,1,0.33,3.3854,0.0,0.2,0.7,0.8,1,1,0
6058,4,7,6,3,1,6,0,0,1,1,0,0.4,0.9,2.557,8,5,1,0.6583,2.157,2.6458,0.7,0.1,0.1,1,0,0
6059,5,11,1,2,0,5,0,1,1,0,1,0.8,0.4,3.281,2,6,1,0.7552,1.1991,1.0,0.1,0.6,0.3,0,0,0
6060,3,10,13,3,1,6,0,1,1,0,1,0.3,0.5,1.94,3,1,0,0.3858,1.2669,3.1623,0.7,0.6,0.7,1,1,0
6061,3,9,3,2,1,2,1,0,0,1,0,0.6,0.0,0.595,10,5,0,0.9631,0.542,3.1623,0.3,0.4,0.0,1,1,0
6062,6,0,5,4,1,2,0,0,1,0,0,0.3,1.0,1.046,9,9,-1,0.7504,2.3268,0.0,0.4,0.2,0.6,0,1,0
6063,3,7,5,4,0,0,0,0,1,1,0,0.8,1.7,1.256,11,0,0,0.4803,0.998,3.6056,0.8,0.5,0.4,1,0,0
6064,0,2,3,2,0,1,1,0,0,0,0,0.4,1.4,3.533,8,3,1,0.2235,2.9853,2.6458,0.6,0.1,0.6,0,0,0
6065,2,3,8,3,0,6,0,1,1,0,0,0.2,0.5,2.495,6,1,0,0.9381,1.9229,1.0,0.5,0.4,0.9,0,0,0
6066,2,2,13,1,1,0,1,1,0,0,1,0.9,0.6,3.706,8,3,1,0.662,1.7933,2.4495,0.6,0.3,0.1,0,1,0
6067,3,5,11,4,1,-1,0,0,1,1,0,0.3,0.5,1.288,7,3,1,0.7087,2.2617,2.8284,0.8,0.2,0.7,1,1,0
6068,1,1,7,1,1,3,1,1,1,0,0,0.8,0.2,3.492,-1,6,1,0.9246,2.9282,1.0,0.8,0.2,0.7,1,1,0
6069,1,6,1,4,0,2,0,1,0,1,1,0.8,0.3,3.167,4,2,0,1.1323,1.5663,3.3166,0.2,0.5,0.8,1,0,0
6070,7,1,12,4,0,6,1,1,1,0,0,0.5,1.3,3.796,5,2,1,0.5928,2.2944,3.6056,0.8,0.3,0.6,1,1,0
6071,1,6,3,1,1,0,0,1,1,0,1,0.3,1.0,0.967,6,6,1,0.9518,2.957,3.3166,0.0,0.1,0.4,1,1,0
6072,5,7,12,1,0,0,0,0,0,0,1,0.1,0.5,3.789,2,6,1,0.9487,2.411,1.4142,0.4,0.5,0.4,0,1,0
6073,5,2,5,3,0,1,0,1,0,0,0,0.2,0.5,2.638,9,2,1,0.4997,1.002,3.0,0.7,0.6,0.3,0,1,0
6074,4,1,7,4,1,4,0,1,0,1,1,0.8,1.3,2.938,0,7,1,0.419,1.1519,2.8284,0.8,0.1,0.5,0,1,0
6075,7,9,6,3,0,2,1,0,0,0,0,0.3,0.2,0.744,11,0,0,1.1877,0.8806,1.4142,0.8,0.6,0.6,0,1,0
6076,0,8,6,1,0,5,0,1,0,0,0,0.2,0.4,0.864,3,7,-1,0.4475,2.7462,2.2361,0.2,0.3,0.9,0,1,1
6077,2,3,2,3,1,0,0,1,1,0,1,0.1,0.6,3.977,6,5,1,0.2948,1.1229,3.0,0.5,0.5,0.0,1,0,0
6078,1,10,7,2,0,2,0,0,1,0,1,0.5,1.6,3.136,7,4,-1,0.4023,1.2032,3.1623,0.5,0.2,0.1,1,1,1
6079,4,2,5,4,1,4,1,1,1,0,0,0.5,1.5,3.556,4,6,1,1.1296,0.6756,1.7321,0.8,0.0,0.1,0,1,0
6080,5,11,11,4,1,-1,1,1,1,1,0,0.6,0.1,1.049,8,3,0,1.1623,1.9949,3.4641,0.3,0.2,0.9,1,1,0
6081,7,1,6,4,0,3,0,1,0,0,0,0.8,1.0,1.98,0,3,1,1.1464,2.307,2.2361,0.8,0.3,0.9,0,1,0
6082,3,7,13,2,1,3,1,0,1,1,0,0.1,1.5,2.118,10,5,1,0.5997,1.0271,1.0,0.6,0.1,0.4,1,0,0
6083,1,0,4,2,1,0,0,0,1,0,0,0.3,1.0,1.066,4,2,0,1.2037,2.0312,3.4641,0.2,0.6,0.2,0,0,0
6084,7,2,4,4,0,0,0,0,1,1,0,0.6,0.8,0.578,8,7,1,1.234,2.7122,3.3166,0.4,0.8,0.1,1,1,0
6085,5,4,0,1,0,0,1,0,1,1,1,0.2,1.6,0.744,0,0,1,0.7214,2.3227,2.4495,0.5,0.3,0.2,0,0,0
6086,6,1,10,1,0,3,1,0,0,0,1,0.2,1.3,1.275,1,2,1,0.9982,0.9943,2.0,0.3,0.5,0.2,0,0,0
6087,3,5,1,1,1,6,0,1,1,0,1,0.7,0.9,1.688,4,3,0,0.4018,3.0663,2.6458,0.4,0.6,0.8,0,1,1
6088,3,2,3,3,0,0,0,1,1,0,0,0.0,0.3,0.075,8,1,0,0.7113,1.6938,1.0,0.0,0.7,0.4,0,0,0
6089,3,1,12,1,0,0,0,1,1,0,1,0.8,0.3,1.908,10,7,0,0.329,3.253,2.6458,0.6,0.4,0.5,0,0,0
6090,5,11,8,3,1,4,1,1,0,1,1,0.7,0.4,2.115,1,6,0,1.1622,3.0925,2.8284,0.6,0.1,0.3,1,1,0
6091,1,11,7,1,1,3,1,1,1,0,1,0.3,1.1,1.901,11,8,0,0.5858,2.4201,3.0,0.9,0.9,0.4,0,1,0
6092,7,11,11,4,0,2,0,1,0,1,0,0.3,1.0,2.37,9,1,1,0.2588,2.0053,3.4641,0.2,0.1,0.4,0,1,0
6093,1,1,10,2,1,-1,1,1,0,1,0,0.2,1.1,0.358,10,3,0,0.7812,3.1105,3.1623,0.1,0.4,0.0,1,1,0
6094,3,4,12,1,0,5,1,0,1,1,0,0.0,0.4,3.526,0,3,0,0.4303,2.2797,2.6458,0.4,0.1,0.5,0,1,0
6095,2,3,9,3,0,4,1,0,0,1,0,0.6,0.9,0.935,2,7,0,0.911,2.1529,2.8284,0.0,0.7,0.7,0,0,0
6096,5,3,6,2,1,-1,1,1,1,0,1,0.7,1.1,1.75,6,2,0,1.0416,1.594,3.0,0.3,0.6,0.8,1,1,0
6097,5,4,1,2,0,1,0,1,1,1,1,0.2,1.5,3.426,5,9,1,0.5635,2.8831,0.0,0.3,0.6,0.7,1,1,0
6098,7,6,5,3,1,6,0,1,1,0,0,0.4,0.5,2.863,9,4,1,0.7437,3.099,2.0,0.5,0.8,0.2,1,0,0
6099,6,5,9,4,1,0,1,0,0,0,0,0.4,0.5,2.888,11,0,1,0.3563,2.3022,1.4142,0.5,0.2,0.8,1,0,0
6100,1,3,3,4,0,5,0,1,1,1,0,0.1,1.8,3.202,4,6,1,0.9098,2.2708,0.0,0.8,0.3,0.9,1,0,0
6101,1,11,9,2,0,5,1,0,0,0,0,0.3,0.1,3.868,7,3,0,0.8027,2.6806,3.6056,0.6,0.5,0.1,0,1,0
6102,7,11,1,4,1,5,1,1,0,1,0,0.3,0.9,0.164,4,4,0,0.3252,2.4853,0.0,0.8,0.3,0.0,1,1,0
6103,3,3,0,1,1,4,1,1,0,1,1,0.8,1.7,3.99,11,6,1,1.2389,2.441,3.1623,0.4,0.0,0.6,0,0,0
6104,0,2,5,4,1,2,1,0,0,1,0,0.1,1.0,3.74,7,1,1,1.1765,1.656,2.8284,0.7,0.3,0.2,1,0,0
6105,6,6,3,4,0,3,1,0,1,1,0,0.2,1.0,0.567,5,2,1,0.5415,1.5436,3.0,0.5,0.6,0.7,1,1,0
6106,5,4,12,3,0,3,1,1,0,0,0,0.4,0.5,1.179,3,0,1,0.9228,1.3989,3.3166,0.3,0.6,0.8,1,0,0
6107,0,11,5,3,-1,6,1,1,0,1,1,0.1,1.3,2.636,0,6,1,1.1589,2.4624,3.1623,0.4,0.5,0.2,1,0,0
6108,6,5,5,3,1,5,0,1,0,0,0,0.2,1.7,3.522,11,2,0,0.3762,3.0987,3.6056,0.6,0.7,0.6,0,1,0
6109,4,0,5,1,1,3,0,1,0,1,0,0.9,0.8,2.169,7,8,0,0.7048,1.2784,3.0,0.2,0.7,0.1,0,1,0
6110,4,1,4,4,0,5,1,0,1,0,0,0.8,1.6,2.052,2,2,0,0.9208,2.4523,2.6458,0.5,0.0,0.8,0,1,0
6111,6,0,12,3,0,6,0,1,1,0,1,0.1,0.1,0.479,3,6,0,1.1424,2.0411,2.6458,0.8,0.7,0.1,1,0,1
6112,3,4,10,4,0,4,1,1,1,1,1,0.2,1.5,2.896,0,7,1,1.2165,2.1251,0.0,0.0,0.2,0.2,0,0,0
6113,3,3,2,1,1,2,1,0,1,1,1,0.8,1.7,1.997,6,5,0,0.4547,1.2824,1.0,0.6,0.6,0.0,1,1,1
6114,4,10,3,4,0,0,0,0,0,0,1,0.3,1.5,0.417,11,2,0,1.2662,3.1727,1.0,0.5,0.1,0.7,1,1,0
6115,1,10,1,2,1,6,0,0,1,0,1,0.4,0.2,3.649,7,6,-1,0.6062,0.7021,2.8284,0.9,0.7,0.4,1,0,0
6116,1,1,3,4,0,0,1,1,1,0,1,0.2,1.1,0.95,5,3,0,0.8828,1.1618,2.2361,0.7,0.9,0.1,0,1,0
6117,6,11,9,4,0,3,1,0,0,0,1,0.5,0.1,2.131,4,3,0,0.46,2.9798,2.8284,0.8,0.2,0.2,1,1,0
6118,1,7,13,4,1,0,1,0,1,0,0,0.1,0.1,3.336,9,3,1,0.8958,2.6382,2.6458,0.8,0.7,0.4,0,1,0
6119,4,3,6,4,0,6,1,1,1,1,0,0.5,0.1,2.699,9,2,0,0.7703,0.8788,2.2361,0.1,0.5,0.0,0,0,1
6120,2,4,1,1,1,0,0,1,0,1,0,0.8,0.3,0.938,8,7,-1,0.2688,1.3716,1.7321,0.3,0.3,0.5,1,1,0
6121,1,5,0,2,0,4,0,0,0,0,1,0.4,1.0,3.998,3,5,0,0.3908,0.5688,3.4641,0.8,0.3,0.3,0,1,1
6122,4,2,5,2,1,5,0,0,1,0,0,0.7,1.3,0.372,9,4,1,0.5899,1.5732,2.4495,0.3,0.5,0.7,1,1,0
6123,6,10,3,3,0,5,1,0,0,0,1,0.5,0.3,3.222,2,4,1,0.3835,2.6642,3.4641,0.7,0.3,0.2,0,0,0
6124,3,0,8,4,1,3,1,1,1,0,0,0.3,0.0,1.857,4,1,0,0.3073,2.025,3.4641,0.4,0.9,0.2,1,1,1
6125,1,0,1,3,1,-1,0,0,0,0,0,0.8,0.8,0.289,3,9,1,0.5969,2.3703,3.0,0.3,0.0,0.4,0,0,0
6126,1,3,3,3,0,3,0,0,1,0,0,0.9,0.8,0.971,11,1,1,0.928,2.8424,3.3166,0.3,0.6,0.1,0,1,0
6127,1,1,7,4,0,5,1,0,1,1,1,0.3,0.8,0.333,11,8,1,1.059,3.2221,1.7321,0.3,0.2,0.0,0,1,0
6128,7,0,3,1,1,0,0,0,0,1,0,0.9,1.0,0.828,3,3,0,0.6953,1.1972,3.6056,0.1,0.3,0.4,0,1,0
6129,2,4,5,3,1,6,0,0,0,0,0,0.9,1.7,3.539,11,9,-1,0.422,3.1856,1.7321,0.6,0.4,0.5,0,0,0
6130,2,4,3,3,1,5,1,0,1,0,1,0.3,0.5,1.17,7,4,1,1.0961,3.4691,3.1623,0.6,0.5,0.4,0,0,1
6131,0,1,0,1,-1,6,0,1,1,0,1,0.4,1.0,2.443,10,7,0,0.7505,3.2702,3.4641,0.3,0.9,0.8,1,0,0
6132,3,9,4,3,0,0,0,0,0,1,0,0.0,1.5,0.798,6,3,1,1.0539,2.0102,0.0,0.3,0.6,0.2,1,0,0
6133,7,10,4,4,0,1,1,0,0,1,0,0.0,0.8,0.98,4,5,0,0.9979,2.058,1.7321,0.3,0.3,0.6,0,1,1
6134,3,8,12,4,1,1,0,1,1,1,1,0.1,0.0,1.411,0,5,0,0.3411,1.3154,2.2361,0.8,0.3,0.6,1,1,0
6135,5,6,12,4,1,2,1,1,0,0,1,0.2,0.6,3.791,9,4,0,0.5087,3.3026,1.7321,0.1,0.3,0.1,0,0,0
6136,1,11,6,4,1,5,1,0,0,0,1,0.8,1.3,0.846,9,7,0,1.1801,2.8538,2.4495,0.6,0.4,0.2,1,1,0
6137,1,4,4,2,0,5,1,0,0,0,0,0.3,0.3,2.628,5,0,0,1.0792,2.4202,3.3166,0.1,0.1,0.6,1,1,0
6138,5,5,5,1,0,4,1,0,0,1,1,0.6,1.2,1.489,1,7,1,0.216,0.6639,2.2361,0.8,0.3,0.6,1,1,0
6139,0,0,8,4,0,2,1,1,1,1,1,0.9,0.1,0.57,7,0,0,0.728,3.3754,1.4142,0.3,0.1,0.4,0,0,0
6140,3,8,5,2,0,0,0,1,0,0,0,0.5,1.2,2.218,9,3,1,0.9281,2.2577,1.7321,0.8,0.6,0.5,1,0,0
6141,2,1,10,3,0,4,0,0,1,0,1,0.8,0.9,1.491,6,8,1,0.8255,3.3399,2.8284,0.0,0.4,0.2,1,1,0
6142,0,7,13,1,0,0,0,1,1,1,1,0.4,1.3,3.491,5,4,1,0.6739,3.0265,2.6458,0.8,0.2,0.5,0,0,0
6143,4,9,5,4,1,1,0,0,0,0,0,0.2,0.1,3.703,10,8,0,1.0249,1.365,1.4142,0.0,0.4,0.4,1,1,0
6144,7,2,1,4,1,2,0,1,0,1,0,0.7,1.7,2.281,8,9,0,0.3487,3.0075,1.0,0.4,0.5,0.2,0,0,1
6145,0,7,1,4,1,5,1,0,0,0,1,0.6,1.0,1.174,11,8,0,1.2025,0.8908,3.4641,0.5,0.5,0.7,0,0,0
6146,6,3,12,1,1,4,1,0,0,0,1,0.6,1.2,2.128,4,6,0,0.8745,2.7236,3.1623,0.9,0.0,0.6,1,1,1
6147,4,4,5,4,1,0,1,0,1,0,1,0.3,1.5,3.54,6,2,0,1.1788,2.2206,3.1623,0.7,0.7,0.2,1,1,0
6148,5,6,4,-1,1,1,0,1,1,0,0,0.4,0.1,2.699,7,6,1,1.2535,3.122,1.7321,0.7,0.6,0.5,1,0,0
6149,0,2,8,1,1,5,0,0,1,1,1,0.4,0.3,0.347,1,8,0,0.8488,1.8612,1.4142,0.3,0.1,0.5,1,0,0
6150,6,9,13,3,1,4,0,0,1,1,1,0.8,0.3,0.258,7,5,-1,0.2023,1.1004,1.4142,0.6,0.7,0.6,0,1,0
6151,0,4,5,2,1,4,1,1,1,0,1,0.8,0.3,0.618,0,7,0,0.2891,1.5927,2.0,0.4,0.2,0.3,1,1,0
6152,7,5,4,3,0,2,1,0,1,0,0,0.1,0.2,2.265,4,0,1,1.1007,0.5366,2.4495,0.6,0.7,0.1,0,0,0
6153,5,9,12,1,0,5,0,0,1,1,1,0.6,1.7,0.671,4,3,1,0.9201,2.2772,1.4142,0.5,0.0,0.4,0,1,0
6154,2,2,1,3,1,4,1,0,1,1,1,0.2,0.6,1.016,10,1,1,0.7377,0.5091,1.0,0.9,0.3,0.3,1,1,0
6155,0,5,11,3,0,0,1,0,1,1,0,0.6,0.2,2.113,8,6,1,0.7663,2.674,2.6458,0.2,0.4,0.6,0,0,0
6156,4,11,7,3,1,5,1,1,1,1,1,0.2,1.3,2.265,11,2,0,0.5751,0.5181,2.8284,0.2,0.3,0.4,1,1,1
6157,0,4,0,-1,0,2,0,0,0,1,0,0.4,0.7,3.299,0,1,1,0.3096,0.8409,2.8284,0.2,0.4,0.8,1,0,1
6158,4,1,3,3,1,5,1,0,1,1,1,0.4,0.4,1.747,11,8,1,0.7801,2.221,3.0,0.2,0.2,0.6,0,1,0
6159,6,3,9,3,1,4,1,0,1,1,0,0.7,1.7,3.111,0,1,1,0.7834,1.933,2.2361,0.3,0.8,0.8,1,1,0
6160,2,11,10,1,0,1,1,1,0,0,0,0.3,1.5,0.318,9,4,0,0.4528,2.6527,1.7321,0.8,0.0,0.4,0,0,0
6161,1,9,2,4,0,0,1,1,0,0,0,0.8,1.1,2.169,0,0,1,0.5521,0.8383,2.4495,0.3,0.3,0.3,0,0,0
6162,1,9,9,2,0,0,0,0,0,0,1,0.1,0.9,1.718,2,6,0,0.5602,1.6899,0.0,0.1,0.8,0.8,0,1,0
6163,1,3,13,3,1,1,1,1,0,0,0,0.2,0.2,3.699,0,4,-1,0.3347,2.8558,0.0,0.4,0.3,0.2,1,0,1
6164,0,10,9,3,0,0,0,1,0,1,1,0.2,0.9,2.881,11,1,0,0.5121,0.9094,1.7321,0.0,0.8,0.8,0,1,0
6165,1,4,9,4,1,4,0,0,1,0,0,0.2,0.7,2.766,1,4,0,1.2748,3.3203,2.0,0.2,0.1,0.1,1,1,0
6166,5,9,2,2,0,1,0,0,1,1,0,0.5,0.9,3.619,6,4,1,0.2107,3.4418,3.0,0.1,0.2,0.1,0,1,0
6167,2,10,8,2,1,3,1,0,0,0,0,0.4,0.7,0.991,4,9,1,0.4356,0.8272,3.3166,0.6,0.1,0.3,1,1,0
6168,6,2,9,4,0,2,0,1,1,0,0,0.4,1.0,3.031,2,8,1,1.0985,1.1383,1.4142,0.7,0.7,0.3,1,0,1
6169,6,11,1,3,0,4,0,1,0,0,1,0.9,1.0,3.465,0,6,0,0.6417,2.006,3.6056,0.2,0.3,0.4,0,1,1
