ps_ind_02_cat,ps_ind_04_cat,ps_ind_05_cat,ps_car_01_cat,ps_car_04_cat,ps_car_07_cat,ps_ind_01,ps_ind_03,ps_ind_15,ps_ind_06_bin,ps_ind_07_bin,ps_ind_16_bin,ps_ind_17_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_12,ps_car_13,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_15_bin,ps_calc_16_bin,target
3,0,6,6,1,0,2,3,8,0,1,0,0,0.2,0.5,2.495,0.9381,1.9229,1.0,0.5,0.4,0,0,No claim
1,1,0,8,3,1,2,2,13,1,1,0,1,0.9,0.6,3.706,0.662,1.7933,2.4495,0.6,0.3,0,1,No claim
4,1,-1,7,3,1,3,5,11,0,0,1,0,0.3,0.5,1.288,0.7087,2.2617,2.8284,0.8,0.2,1,1,No claim
1,1,3,-1,6,1,1,1,7,1,1,0,0,0.8,0.2,3.492,0.9246,2.9282,1.0,0.8,0.2,1,1,No claim
4,0,2,4,2,0,1,6,1,0,1,1,1,0.8,0.3,3.167,1.1323,1.5663,3.3166,0.2,0.5,1,0,No claim
4,0,6,5,2,1,7,1,12,1,1,0,0,0.5,1.3,3.796,0.5928,2.2944,3.6056,0.8,0.3,1,1,No claim
3,0,1,9,2,1,5,2,5,0,1,0,0,0.2,0.5,2.638,0.4997,1.002,3.0,0.7,0.6,0,1,No claim
4,1,4,0,7,1,4,1,7,0,1,1,1,0.8,1.3,2.938,0.419,1.1519,2.8284,0.8,0.1,0,1,No claim
1,0,5,3,7,-1,0,8,6,0,1,0,0,0.2,0.4,0.864,0.4475,2.7462,2.2361,0.2,0.3,0,1,Claim
3,1,0,6,5,1,2,3,2,0,1,0,1,0.1,0.6,3.977,0.2948,1.1229,3.0,0.5,0.5,1,0,No claim
4,1,4,4,6,1,4,2,5,1,1,0,0,0.5,1.5,3.556,1.1296,0.6756,1.7321,0.8,0.0,0,1,No claim
4,1,-1,8,3,0,5,11,11,1,1,1,0,0.6,0.1,1.049,1.1623,1.9949,3.4641,0.3,0.2,1,1,No claim
4,0,3,0,3,1,7,1,6,0,1,0,0,0.8,1.0,1.98,1.1464,2.307,2.2361,0.8,0.3,0,1,No claim
2,1,3,10,5,1,3,7,13,1,0,1,0,0.1,1.5,2.118,0.5997,1.0271,1.0,0.6,0.1,1,0,No claim
4,0,0,8,7,1,7,2,4,0,0,1,0,0.6,0.8,0.578,1.234,2.7122,3.3166,0.4,0.8,1,1,No claim
1,0,0,0,0,1,5,4,0,1,0,1,1,0.2,1.6,0.744,0.7214,2.3227,2.4495,0.5,0.3,0,0,No claim
1,1,6,4,3,0,3,5,1,0,1,0,1,0.7,0.9,1.688,0.4018,3.0663,2.6458,0.4,0.6,0,1,Claim
3,0,0,8,1,0,3,2,3,0,1,0,0,0.0,0.3,0.075,0.7113,1.6938,1.0,0.0,0.7,0,0,No claim
1,0,0,10,7,0,3,1,12,0,1,0,1,0.8,0.3,1.908,0.329,3.253,2.6458,0.6,0.4,0,0,No claim
3,1,4,1,6,0,5,11,8,1,1,1,1,0.7,0.4,2.115,1.1622,3.0925,2.8284,0.6,0.1,1,1,No claim
1,1,3,11,8,0,1,11,7,1,1,0,1,0.3,1.1,1.901,0.5858,2.4201,3.0,0.9,0.9,0,1,No claim
4,0,2,9,1,1,7,11,11,0,1,1,0,0.3,1.0,2.37,0.2588,2.0053,3.4641,0.2,0.1,0,1,No claim
2,1,-1,10,3,0,1,1,10,1,1,1,0,0.2,1.1,0.358,0.7812,3.1105,3.1623,0.1,0.4,1,1,No claim
1,0,5,0,3,0,3,4,12,1,0,1,0,0.0,0.4,3.526,0.4303,2.2797,2.6458,0.4,0.1,0,1,No claim
3,0,4,2,7,0,2,3,9,1,0,1,0,0.6,0.9,0.935,0.911,2.1529,2.8284,0.0,0.7,0,0,No claim
2,1,-1,6,2,0,5,3,6,1,1,0,1,0.7,1.1,1.75,1.0416,1.594,3.0,0.3,0.6,1,1,No claim
2,0,1,5,9,1,5,4,1,0,1,1,1,0.2,1.5,3.426,0.5635,2.8831,0.0,0.3,0.6,1,1,No claim
3,1,6,9,4,1,7,6,5,0,1,0,0,0.4,0.5,2.863,0.7437,3.099,2.0,0.5,0.8,1,0,No claim
4,1,0,11,0,1,6,5,9,1,0,0,0,0.4,0.5,2.888,0.3563,2.3022,1.4142,0.5,0.2,1,0,No claim
4,0,5,4,6,1,1,3,3,0,1,1,0,0.1,1.8,3.202,0.9098,2.2708,0.0,0.8,0.3,1,0,No claim
2,0,5,7,3,0,1,11,9,1,0,0,0,0.3,0.1,3.868,0.8027,2.6806,3.6056,0.6,0.5,0,1,No claim
1,1,4,11,6,1,3,3,0,1,1,1,1,0.8,1.7,3.99,1.2389,2.441,3.1623,0.4,0.0,0,0,No claim
4,1,2,7,1,1,0,2,5,1,0,1,0,0.1,1.0,3.74,1.1765,1.656,2.8284,0.7,0.3,1,0,No claim
3,0,3,3,0,1,5,4,12,1,1,0,0,0.4,0.5,1.179,0.9228,1.3989,3.3166,0.3,0.6,1,0,No claim
3,-1,6,0,6,1,0,11,5,1,1,1,1,0.1,1.3,2.636,1.1589,2.4624,3.1623,0.4,0.5,1,0,No claim
3,1,5,11,2,0,6,5,5,0,1,0,0,0.2,1.7,3.522,0.3762,3.0987,3.6056,0.6,0.7,0,1,No claim
1,1,3,7,8,0,4,0,5,0,1,1,0,0.9,0.8,2.169,0.7048,1.2784,3.0,0.2,0.7,0,1,No claim
4,0,5,2,2,0,4,1,4,1,0,0,0,0.8,1.6,2.052,0.9208,2.4523,2.6458,0.5,0.0,0,1,No claim
3,0,6,3,6,0,6,0,12,0,1,0,1,0.1,0.1,0.479,1.1424,2.0411,2.6458,0.8,0.7,1,0,Claim
4,0,4,0,7,1,3,4,10,1,1,1,1,0.2,1.5,2.896,1.2165,2.1251,0.0,0.0,0.2,0,0,No claim
1,1,2,6,5,0,3,3,2,1,0,1,1,0.8,1.7,1.997,0.4547,1.2824,1.0,0.6,0.6,1,1,Claim
4,0,0,11,2,0,4,10,3,0,0,0,1,0.3,1.5,0.417,1.2662,3.1727,1.0,0.5,0.1,1,1,No claim
2,1,6,7,6,-1,1,10,1,0,0,0,1,0.4,0.2,3.649,0.6062,0.7021,2.8284,0.9,0.7,1,0,No claim
4,0,0,5,3,0,1,1,3,1,1,0,1,0.2,1.1,0.95,0.8828,1.1618,2.2361,0.7,0.9,0,1,No claim
4,1,0,9,3,1,1,7,13,1,0,0,0,0.1,0.1,3.336,0.8958,2.6382,2.6458,0.8,0.7,0,1,No claim
1,1,0,8,7,-1,2,4,1,0,1,1,0,0.8,0.3,0.938,0.2688,1.3716,1.7321,0.3,0.3,1,1,No claim
2,0,4,3,5,0,1,5,0,0,0,0,1,0.4,1.0,3.998,0.3908,0.5688,3.4641,0.8,0.3,0,1,Claim
2,1,5,9,4,1,4,2,5,0,0,0,0,0.7,1.3,0.372,0.5899,1.5732,2.4495,0.3,0.5,1,1,No claim
4,1,3,4,1,0,3,0,8,1,1,0,0,0.3,0.0,1.857,0.3073,2.025,3.4641,0.4,0.9,1,1,Claim
3,1,-1,3,9,1,1,0,1,0,0,0,0,0.8,0.8,0.289,0.5969,2.3703,3.0,0.3,0.0,0,0,No claim
3,0,3,11,1,1,1,3,3,0,0,0,0,0.9,0.8,0.971,0.928,2.8424,3.3166,0.3,0.6,0,1,No claim
1,1,0,3,3,0,7,0,3,0,0,1,0,0.9,1.0,0.828,0.6953,1.1972,3.6056,0.1,0.3,0,1,No claim
3,1,5,7,4,1,2,4,3,1,0,0,1,0.3,0.5,1.17,1.0961,3.4691,3.1623,0.6,0.5,0,0,Claim
3,0,0,6,3,1,3,9,4,0,0,1,0,0.0,1.5,0.798,1.0539,2.0102,0.0,0.3,0.6,1,0,No claim
4,0,1,4,5,0,7,10,4,1,0,1,0,0.0,0.8,0.98,0.9979,2.058,1.7321,0.3,0.3,0,1,Claim
4,1,1,0,5,0,3,8,12,0,1,1,1,0.1,0.0,1.411,0.3411,1.3154,2.2361,0.8,0.3,1,1,No claim
4,1,2,9,4,0,5,6,12,1,1,0,1,0.2,0.6,3.791,0.5087,3.3026,1.7321,0.1,0.3,0,0,No claim
4,1,5,9,7,0,1,11,6,1,0,0,1,0.8,1.3,0.846,1.1801,2.8538,2.4495,0.6,0.4,1,1,No claim
2,0,5,5,0,0,1,4,4,1,0,0,0,0.3,0.3,2.628,1.0792,2.4202,3.3166,0.1,0.1,1,1,No claim
4,0,2,7,0,0,0,0,8,1,1,1,1,0.9,0.1,0.57,0.728,3.3754,1.4142,0.3,0.1,0,0,No claim
2,0,0,9,3,1,3,8,5,0,1,0,0,0.5,1.2,2.218,0.9281,2.2577,1.7321,0.8,0.6,1,0,No claim
3,0,4,6,8,1,2,1,10,0,0,0,1,0.8,0.9,1.491,0.8255,3.3399,2.8284,0.0,0.4,1,1,No claim
1,0,0,5,4,1,0,7,13,0,1,1,1,0.4,1.3,3.491,0.6739,3.0265,2.6458,0.8,0.2,0,0,No claim
4,1,1,10,8,0,4,9,5,0,0,0,0,0.2,0.1,3.703,1.0249,1.365,1.4142,0.0,0.4,1,1,No claim
4,1,5,11,8,0,0,7,1,1,0,0,1,0.6,1.0,1.174,1.2025,0.8908,3.4641,0.5,0.5,0,0,No claim
1,1,4,4,6,0,6,3,12,1,0,0,1,0.6,1.2,2.128,0.8745,2.7236,3.1623,0.9,0.0,1,1,Claim
-1,1,1,7,6,1,5,6,4,0,1,0,0,0.4,0.1,2.699,1.2535,3.122,1.7321,0.7,0.6,1,0,No claim
3,1,4,7,5,-1,6,9,13,0,0,1,1,0.8,0.3,0.258,0.2023,1.1004,1.4142,0.6,0.7,0,1,No claim
2,1,4,0,7,0,0,4,5,1,1,0,1,0.8,0.3,0.618,0.2891,1.5927,2.0,0.4,0.2,1,1,No claim
3,0,2,4,0,1,7,5,4,1,0,0,0,0.1,0.2,2.265,1.1007,0.5366,2.4495,0.6,0.7,0,0,No claim
1,0,5,4,3,1,5,9,12,0,0,1,1,0.6,1.7,0.671,0.9201,2.2772,1.4142,0.5,0.0,0,1,No claim
3,0,0,8,6,1,0,5,11,1,0,1,0,0.6,0.2,2.113,0.7663,2.674,2.6458,0.2,0.4,0,0,No claim
3,1,5,11,2,0,4,11,7,1,1,1,1,0.2,1.3,2.265,0.5751,0.5181,2.8284,0.2,0.3,1,1,Claim
-1,0,2,0,1,1,0,4,0,0,0,1,0,0.4,0.7,3.299,0.3096,0.8409,2.8284,0.2,0.4,1,0,Claim
3,1,4,0,1,1,6,3,9,1,0,1,0,0.7,1.7,3.111,0.7834,1.933,2.2361,0.3,0.8,1,1,No claim
1,0,1,9,4,0,2,11,10,1,1,0,0,0.3,1.5,0.318,0.4528,2.6527,1.7321,0.8,0.0,0,0,No claim
4,0,0,0,0,1,1,9,2,1,1,0,0,0.8,1.1,2.169,0.5521,0.8383,2.4495,0.3,0.3,0,0,No claim
2,0,0,2,6,0,1,9,9,0,0,0,1,0.1,0.9,1.718,0.5602,1.6899,0.0,0.1,0.8,0,1,No claim
2,0,1,6,4,1,5,9,2,0,0,1,0,0.5,0.9,3.619,0.2107,3.4418,3.0,0.1,0.2,0,1,No claim
2,1,3,4,9,1,2,10,8,1,0,0,0,0.4,0.7,0.991,0.4356,0.8272,3.3166,0.6,0.1,1,1,No claim
4,0,2,2,8,1,6,2,9,0,1,0,0,0.4,1.0,3.031,1.0985,1.1383,1.4142,0.7,0.7,1,0,Claim
3,0,4,0,6,0,6,11,1,0,1,0,1,0.9,1.0,3.465,0.6417,2.006,3.6056,0.2,0.3,0,1,Claim
2,1,2,3,4,1,4,8,12,0,1,0,1,0.4,0.4,1.716,1.0408,2.0767,1.0,0.3,0.5,0,1,No claim
4,1,5,7,0,1,2,9,13,1,0,1,1,0.7,0.8,2.664,1.1964,3.3444,3.3166,0.2,0.9,0,0,No claim
4,-1,1,8,2,0,7,2,2,0,0,0,0,0.1,1.6,0.754,0.3154,1.1004,2.4495,0.0,0.0,1,0,No claim
1,1,5,5,3,0,1,8,10,0,0,0,0,0.3,1.7,2.236,0.3985,1.5746,2.2361,0.6,0.2,1,1,No claim
4,0,4,1,3,1,3,3,8,0,0,1,0,0.9,1.0,0.552,0.8532,2.3825,3.0,0.2,0.8,0,1,No claim
1,1,1,4,5,0,5,1,7,1,0,1,1,0.8,1.0,3.671,0.3667,2.7408,1.4142,0.8,0.5,0,0,No claim
1,0,2,-1,4,1,4,2,12,1,0,1,0,0.6,0.5,3.608,0.973,1.1451,3.4641,0.4,0.4,1,1,No claim
1,0,3,9,7,0,6,11,6,1,0,1,1,0.7,0.8,3.834,0.9981,2.7896,2.4495,0.4,0.3,1,0,No claim
3,1,4,2,7,1,7,3,8,0,0,0,1,0.1,1.0,0.72,0.3742,2.626,2.2361,0.7,0.5,0,1,No claim
2,0,3,3,5,0,3,4,9,0,1,1,0,0.4,1.6,0.076,0.6026,1.2992,1.4142,0.7,0.3,1,1,No claim
2,1,4,3,0,1,6,5,7,1,1,0,1,0.5,0.6,2.971,1.1227,0.6818,2.2361,0.6,0.2,1,1,No claim
1,1,2,7,8,1,1,8,12,0,1,1,0,0.5,0.4,1.083,0.4723,2.576,2.4495,0.0,0.0,1,1,Claim
4,1,0,10,4,0,1,6,13,1,1,1,1,0.6,0.6,2.135,1.0757,3.0788,1.7321,0.5,0.5,1,1,No claim
1,1,0,7,8,0,6,10,9,1,0,1,1,0.3,0.9,2.313,0.3006,1.9166,2.8284,0.3,0.0,1,1,Claim
4,0,6,1,0,0,7,9,5,0,0,1,0,0.4,0.4,0.041,0.9553,2.0897,1.0,0.5,0.0,1,0,No claim
3,1,4,0,4,0,1,10,6,0,0,0,0,0.5,0.1,1.069,1.1028,3.0499,2.6458,0.4,0.2,1,0,No claim
4,1,1,3,5,0,0,3,11,1,1,0,0,0.7,1.7,1.267,0.8032,1.0679,1.0,0.6,0.9,1,1,No claim
3,1,2,8,5,0,0,5,0,1,0,0,1,0.4,1.4,1.485,1.018,0.6864,2.0,0.3,0.0,0,1,No claim
-1,1,4,7,0,1,2,3,9,0,0,1,0,0.5,1.1,0.889,0.9441,0.9593,3.1623,0.4,0.7,0,0,No claim
3,0,0,4,4,1,4,0,7,0,1,1,1,0.7,1.1,2.77,1.1653,2.9074,3.0,0.8,0.3,1,0,No claim
4,1,6,2,5,0,2,2,2,1,0,0,1,0.3,1.2,0.245,1.2034,2.1449,3.3166,0.2,0.2,1,1,No claim
1,1,4,4,4,0,7,10,10,1,1,1,1,0.1,0.4,2.735,0.5425,1.7183,2.8284,0.3,0.8,0,0,No claim
2,0,6,0,3,1,1,3,1,0,1,0,1,0.8,1.5,0.492,0.5492,2.7157,1.0,0.4,0.6,0,1,No claim
3,1,4,8,5,1,7,6,9,0,1,0,1,0.8,1.7,3.167,0.4285,2.5183,3.0,0.7,0.8,1,1,No claim
3,0,6,4,8,-1,5,10,12,1,0,1,0,0.8,1.4,2.241,1.1414,0.5696,2.4495,0.1,0.7,1,1,No claim
1,1,5,11,8,0,6,0,8,1,0,1,0,0.1,1.1,3.613,1.272,1.2197,2.0,0.1,0.5,0,0,No claim
3,1,2,1,2,1,2,9,12,1,1,0,0,0.1,1.4,0.128,0.812,1.4289,1.4142,0.5,0.9,1,0,No claim
2,0,6,3,7,0,5,3,12,0,1,0,0,0.4,1.5,1.429,1.2264,2.6118,3.3166,0.5,0.3,1,0,Claim
1,0,0,11,5,1,0,4,3,1,1,1,0,0.7,1.5,1.519,1.1282,1.3992,3.6056,0.4,0.6,0,1,No claim
3,0,1,1,2,0,5,0,2,0,1,1,1,0.4,1.0,1.277,0.4584,1.9979,1.7321,0.3,0.7,0,1,No claim
2,0,1,2,8,1,4,11,2,1,1,0,1,0.7,1.3,1.684,0.9361,2.6273,1.7321,0.8,0.6,0,1,No claim
4,0,4,8,2,0,5,11,3,0,1,1,1,0.2,1.0,0.776,0.3791,1.7848,2.0,0.6,0.5,0,1,No claim
1,0,2,4,6,1,5,6,6,0,0,1,0,0.7,0.0,0.802,0.9688,2.0603,2.2361,0.8,0.3,0,1,No claim
4,1,5,2,5,0,3,1,11,1,1,0,1,0.5,0.0,0.567,0.9642,2.1014,2.0,0.6,0.7,1,1,No claim
2,1,4,2,4,1,1,4,6,1,1,0,0,0.4,1.4,1.19,1.0207,1.7012,1.7321,0.6,0.6,0,0,No claim
4,0,5,3,0,1,7,1,5,0,0,1,1,0.1,1.2,2.059,1.1,2.0454,2.0,0.2,0.8,1,0,No claim
4,0,2,1,9,0,2,11,1,0,1,1,1,0.4,1.6,1.149,0.2632,2.8495,3.3166,0.0,0.6,1,1,No claim
1,1,2,6,0,0,2,11,5,1,0,0,0,0.8,1.0,3.839,0.5769,1.8222,3.4641,0.4,0.0,0,1,Claim
4,1,0,11,5,1,5,6,10,1,1,0,1,0.8,0.4,2.534,0.227,1.0633,1.4142,0.2,0.0,0,1,No claim
2,1,5,5,9,0,2,7,7,0,0,0,0,0.3,1.7,1.078,0.9881,1.4163,3.6056,0.5,0.8,1,1,No claim
4,0,1,10,9,0,3,8,9,0,0,0,0,0.4,0.9,0.184,0.6452,1.633,2.8284,0.3,0.9,0,1,No claim
4,0,4,6,0,1,5,8,1,0,0,1,0,0.1,0.3,0.941,0.5466,2.8339,3.1623,0.0,0.1,0,1,No claim
4,1,2,4,8,-1,5,6,5,1,0,1,0,0.0,1.4,0.825,0.3118,1.7032,3.4641,0.1,0.1,1,1,No claim
1,1,4,6,7,0,3,9,9,1,0,0,1,0.9,1.0,3.953,1.064,0.5128,0.0,0.4,0.3,1,0,No claim
3,0,5,10,5,0,5,10,6,0,0,1,0,0.9,0.8,2.039,1.2039,1.6977,3.1623,0.2,0.1,0,0,No claim
1,0,2,9,7,1,1,4,2,0,0,1,1,0.0,0.3,1.121,0.6132,2.257,2.0,0.6,0.2,0,0,No claim
3,0,5,2,2,1,6,5,13,0,1,0,0,0.1,1.8,2.983,0.2146,1.284,3.3166,0.3,0.0,1,0,Claim
4,1,2,7,6,1,5,8,5,0,1,1,1,0.4,0.0,3.582,0.5723,2.7716,1.4142,0.7,0.7,0,1,No claim
3,1,5,6,1,0,6,10,0,0,1,1,0,0.2,0.5,3.332,0.5137,3.0316,3.6056,0.2,0.8,1,0,No claim
2,1,4,5,5,1,2,2,6,0,1,1,0,0.6,0.1,2.531,0.9366,2.2245,2.0,0.9,0.1,1,0,No claim
2,1,6,10,4,1,7,3,13,0,1,0,1,0.2,0.5,3.312,1.0167,2.47,2.2361,0.6,0.8,0,1,No claim
2,1,3,10,0,1,2,7,9,0,1,0,0,0.7,0.6,0.028,0.698,3.4399,2.8284,0.6,0.4,0,0,No claim
2,0,0,2,6,1,5,9,8,1,1,0,1,0.2,0.9,1.542,0.7152,2.9713,3.1623,0.1,0.8,0,0,No claim
2,0,1,4,1,1,1,4,12,1,0,0,0,0.5,1.6,3.075,0.9179,0.6503,2.0,0.4,0.8,1,0,No claim
3,1,5,10,7,1,2,0,7,0,0,0,0,0.7,0.4,0.748,1.2099,1.9666,3.4641,0.7,0.3,1,0,No claim
1,1,1,2,0,0,6,3,4,0,0,1,0,0.5,0.4,3.097,0.2041,3.4197,3.6056,0.7,0.2,1,1,No claim
1,1,1,2,6,1,2,11,9,0,1,0,1,0.5,0.2,2.442,0.8808,3.2353,2.0,0.8,0.7,1,0,No claim
2,0,4,10,5,1,6,6,11,1,1,1,0,0.8,0.3,2.096,0.4684,3.224,2.2361,0.7,0.1,1,0,No claim
3,0,6,11,3,0,0,2,2,0,0,1,0,0.8,0.4,0.39,0.6016,1.0693,2.0,0.2,0.4,0,0,No claim
3,0,3,4,8,0,5,11,6,0,1,1,0,0.6,1.7,0.802,0.8868,0.6766,0.0,0.8,0.4,1,1,No claim
3,0,4,8,5,-1,1,11,4,0,1,0,1,0.6,0.1,2.538,1.1299,1.8105,3.4641,0.7,0.8,0,0,No claim
2,0,2,8,8,0,2,10,2,1,1,1,1,0.8,1.3,1.175,0.3679,2.0179,1.0,0.3,0.1,1,0,No claim
4,1,3,11,7,0,4,3,4,1,0,1,0,0.6,0.5,0.92,1.2655,1.6337,2.8284,0.0,0.5,1,1,No claim
3,1,3,3,0,1,2,9,0,1,1,1,1,0.2,1.0,1.787,1.0399,1.9584,2.6458,0.8,0.7,0,1,No claim
1,0,2,5,4,1,1,5,3,1,0,0,1,0.3,0.0,2.929,0.8719,2.7751,3.4641,0.0,0.5,0,1,No claim
4,0,3,8,1,0,4,10,2,1,0,0,1,0.4,0.0,0.922,0.6423,2.2098,2.2361,0.4,0.5,0,0,No claim
1,1,1,4,4,0,5,10,1,1,0,1,0,0.5,0.6,0.371,0.8059,2.4629,3.3166,0.5,0.2,1,0,No claim
2,0,0,0,0,1,7,3,11,0,0,0,0,0.8,1.8,2.192,0.287,1.8236,1.0,0.2,0.8,0,0,No claim
2,1,6,11,5,0,0,11,13,0,0,1,0,0.8,0.8,2.627,0.536,2.357,0.0,0.6,0.2,1,0,No claim
4,1,6,8,7,1,3,5,3,1,1,1,1,0.7,1.2,1.804,1.288,2.3074,3.4641,0.4,0.3,0,1,No claim
3,1,1,8,9,0,1,5,4,0,0,1,1,0.4,1.0,1.549,0.5003,2.48,3.4641,0.9,0.1,0,1,No claim
2,1,3,3,3,0,4,11,7,1,1,1,1,0.8,1.0,1.201,1.1449,1.3814,3.0,0.8,0.1,1,1,No claim
4,1,0,0,8,1,0,1,2,1,1,0,1,0.5,0.5,0.994,1.0513,1.9155,0.0,0.1,0.4,1,0,No claim
3,0,2,7,7,1,5,11,3,0,0,1,1,0.5,1.3,0.53,1.0003,1.0948,3.4641,0.4,0.7,0,0,No claim
3,1,5,7,3,-1,0,5,13,1,1,0,1,0.2,1.5,3.819,0.6732,3.2302,3.1623,0.0,0.1,0,0,No claim
3,1,2,0,6,0,2,0,4,1,1,0,0,0.3,1.5,0.734,0.4847,1.5536,1.4142,0.8,0.5,0,0,Claim
3,1,-1,3,5,1,5,3,10,0,1,1,0,0.6,1.4,2.288,0.4419,2.858,3.0,0.2,0.4,0,1,No claim
1,1,0,8,8,1,4,5,3,1,1,1,0,0.8,0.2,1.612,1.0143,1.0741,1.0,0.1,0.5,0,0,No claim
3,1,4,8,8,0,6,8,13,1,1,0,1,0.6,0.8,2.192,1.1154,2.1392,3.6056,0.8,0.4,0,1,No claim
3,0,3,10,3,0,4,6,9,0,1,0,1,0.3,0.8,2.34,1.2828,0.8534,2.6458,0.7,0.8,0,0,No claim
1,0,1,0,9,0,6,1,12,0,0,0,1,0.7,1.8,2.081,0.5952,1.7036,2.0,0.7,0.3,1,0,No claim
3,0,3,8,9,0,4,5,7,0,1,1,1,0.4,0.3,1.319,0.4169,1.3045,2.6458,0.2,0.6,1,1,Claim
1,0,1,5,8,1,0,2,12,0,0,1,1,0.3,0.8,1.363,0.7948,1.659,3.1623,0.4,0.1,1,1,No claim
1,0,4,2,9,1,0,3,5,1,0,1,1,0.3,1.3,0.682,0.617,2.5387,1.0,0.8,0.8,1,1,No claim
4,0,6,10,7,0,6,8,6,0,1,1,1,0.7,0.1,1.653,0.4124,1.1235,1.0,0.7,0.8,0,0,No claim
2,0,3,7,8,1,0,9,0,1,1,1,0,0.8,1.6,1.448,0.8108,3.441,0.0,0.1,0.5,1,0,Claim
2,1,4,11,2,1,3,1,2,1,0,1,1,0.3,1.3,3.97,1.1966,1.7539,1.7321,0.6,0.3,0,1,No claim
3,1,4,5,7,1,0,7,10,0,1,1,1,0.2,0.2,0.373,0.2477,1.0771,2.0,0.7,0.8,1,0,No claim
3,0,3,0,8,0,4,4,1,0,0,0,0,0.8,1.1,3.958,0.3319,2.0098,3.3166,0.6,0.7,0,0,No claim
4,0,3,1,3,0,1,8,4,1,0,0,0,0.1,0.2,3.711,0.5094,2.0117,3.6056,0.8,0.7,0,1,No claim
1,1,5,6,2,0,7,9,10,1,1,1,0,0.0,0.9,1.588,0.568,1.8664,3.1623,0.7,0.4,1,1,No claim
1,1,6,-1,1,0,0,4,1,1,0,0,1,0.5,1.0,2.908,0.4378,3.1688,3.4641,0.2,0.0,1,0,No claim
2,0,6,6,8,0,0,1,0,0,0,0,0,0.2,1.2,3.746,1.2696,0.9022,3.4641,0.6,0.7,0,1,No claim
2,0,5,10,9,1,2,9,10,1,0,1,1,0.3,0.4,2.169,0.6678,2.731,2.2361,0.7,0.5,0,0,No claim
2,1,2,5,9,1,6,10,1,1,1,1,1,0.3,1.1,1.372,0.426,3.3868,2.2361,0.6,0.8,1,1,No claim
1,0,4,1,1,-1,3,6,5,1,0,1,1,0.4,0.6,0.053,0.4515,3.2286,2.2361,0.1,0.8,1,0,No claim
1,0,2,5,0,1,5,8,9,0,1,1,0,0.6,1.6,2.025,0.3446,3.1724,3.1623,0.6,0.2,0,1,No claim
1,0,6,6,3,0,0,1,7,1,0,1,0,0.1,1.6,0.372,0.9419,1.8378,3.4641,0.7,0.8,1,0,No claim
4,1,0,0,7,1,5,4,1,0,0,1,0,0.6,1.4,1.274,1.053,1.4417,3.6056,0.8,0.4,0,0,No claim
4,1,5,8,7,1,5,9,0,1,1,1,0,0.7,0.8,1.111,1.1152,2.3592,2.2361,0.1,0.1,1,1,Claim
2,1,6,8,3,1,1,4,3,1,1,0,0,0.1,1.7,0.895,1.0679,1.4895,2.8284,0.5,0.1,0,1,No claim
2,1,1,7,0,0,6,8,1,1,1,1,0,0.7,0.7,2.355,0.5713,1.7539,1.0,0.3,0.1,0,0,Claim
2,1,3,9,4,0,2,3,7,1,0,1,1,0.6,0.6,0.293,0.6016,3.135,1.4142,0.4,0.4,0,1,No claim
4,-1,1,6,7,0,1,7,9,1,0,1,1,0.1,0.4,3.714,0.6145,1.2382,3.6056,0.4,0.6,1,0,Claim
3,0,4,2,2,0,2,2,9,1,0,1,0,0.8,0.1,3.933,0.2944,3.3613,3.0,0.3,0.9,1,1,No claim
2,1,4,3,7,1,1,0,4,1,0,1,0,0.1,0.3,0.027,1.2234,1.1177,2.8284,0.8,0.3,0,1,No claim
1,1,0,8,9,-1,2,0,4,0,0,0,0,0.2,1.0,0.413,0.8432,1.4344,3.1623,0.1,0.2,0,1,No claim
4,0,2,5,4,0,2,11,3,1,0,1,1,0.8,1.0,3.669,1.2388,1.65,1.7321,0.1,0.1,1,1,No claim
4,1,1,0,7,1,6,10,10,1,1,0,1,0.4,0.8,3.478,0.4673,0.983,2.4495,0.4,0.5,1,0,Claim
1,0,6,4,2,0,0,6,10,0,0,1,1,0.1,1.6,0.071,0.9418,1.4945,3.3166,0.0,0.5,1,0,Claim
3,1,3,1,2,0,3,10,11,1,1,1,1,0.5,1.5,0.286,0.7534,1.5625,2.2361,0.7,0.8,0,0,Claim
3,0,1,4,7,0,1,9,2,0,1,1,1,0.7,0.7,1.214,0.5862,2.7678,3.4641,0.2,0.1,1,1,No claim
4,1,2,2,5,0,3,1,0,0,0,1,0,0.9,0.9,1.117,0.8196,1.0272,3.6056,0.5,0.6,1,1,No claim
4,1,3,6,6,1,2,8,0,0,1,0,1,0.5,1.6,0.006,0.7913,1.5115,2.8284,0.9,0.6,1,1,No claim
1,1,2,7,8,0,0,4,11,0,0,1,0,0.1,0.3,0.326,1.1422,2.0012,3.1623,0.3,0.1,1,0,No claim
2,1,4,4,4,0,0,10,12,0,0,0,0,0.1,0.6,2.713,0.8531,2.5515,3.3166,0.7,0.4,0,1,No claim
4,1,5,6,1,0,6,10,2,0,0,0,0,0.8,1.1,2.364,1.0838,1.9535,1.0,0.8,0.7,1,0,No claim
1,0,4,8,0,1,6,5,7,0,0,1,1,0.1,1.0,0.98,0.8854,1.155,3.1623,0.3,0.0,0,1,No claim
